"Dennis Appiah","frFRA","DF","Nantes","frLigue 1","29","1992","23.3","1001","856","141","10","1","0","38","131","0","0","0","0","756","4","18",
"Mauro Arambarri","uyURU","MF","Getafe","esLa Liga","25","1995","29.6","1266","1104","157","88","0","32","116","2","66","28","34","0","933","5","29",
"Mattia Aramu","itITA","MF,FW","Venezia","itSerie A","26","1995","23.3","795","603","184","43","6","6","144","21","66","33","28","0","524","8","24",
"Charles Aránguiz","clCHI","MF","Leverkusen","deBundesliga","32","1989","17.5","1094","1035","53","44","7","13","9","8","1","0","1","0","916","6","27",
"Néstor Araujo","mxMEX","DF","Celta Vigo","esLa Liga","29","1991","29.1","1555","1509","41","38","0","8","3","3","0","0","0","0","1326","5","8",
"Ronald Araújo","uyURU","DF","Barcelona","esLa Liga","22","1999","25.2","1662","1566","92","47","0","21","7","44","0","0","0","0","1491","4","6",
"Cameron Archer","engENG","FW,MF","Aston Villa","engPremier League","20","2001","0.3","4","4","0","0","0","0","0","0","0","0","0","0","4","0","0",
"Alphonse Areola","frFRA","GK","West Ham","engPremier League","28","1993","1.0","40","23","17","3","0","0","0","0","0","0","0","0","21","0","0",
"Jesús Areso","esESP","DF","Osasuna","esLa Liga","22","1999","2.1","73","40","33","0","0","0","2","33","0","0","0","0","49","0","0",
"Matias Arezo","uyURU","FW,MF","Granada","esLa Liga","18","2002","1.8","38","35","3","1","0","0","4","1","0","0","0","0","18","0","1",
"Santiago Arias","coCOL","DF","Granada","esLa Liga","29","1992","4.9","218","166","50","1","0","0","15","49","0","0","0","0","153","2","2",
"Adam Armstrong","engENG","FW","Southampton","engPremier League","24","1997","15.7","324","283","40","0","4","1","18","2","0","0","0","0","229","1","6",
"Stuart Armstrong","sctSCO","MF","Southampton","engPremier League","29","1992","16.4","744","701","40","3","3","2","35","8","2","0","1","0","590","3","25",
"Marko Arnautović","atAUT","FW","Bologna","itSerie A","32","1989","29.9","908","851","51","1","4","1","12","9","0","0","0","0","659","6","24",
"Maximilian Arnold","deGER","MF","Wolfsburg","deBundesliga","27","1994","33.3","1869","1602","255","145","5","40","182","7","102","63","33","1","1453","12","21",
"Kepa Arrizabalaga","esESP","GK","Chelsea","engPremier League","26","1994","4.0","138","110","28","7","0","0","0","0","0","0","0","0","115","0","0",
"Tolgay Arslan","deGER","MF","Udinese","itSerie A","30","1990","18.4","677","649","28","19","2","2","33","1","7","2","5","0","532","0","13",
"Santiago Arzamendia","pyPAR","MF","Cádiz","esLa Liga","23","1998","5.2","170","145","21","4","0","1","18","12","5","3","2","0","105","4","4",
"Takuma Asano","jpJPN","FW,MF","Bochum","deBundesliga","26","1994","17.9","378","372","5","0","4","2","34","4","0","0","0","0","244","1","24",
"Santiago Ascacíbar","arARG","MF","Hertha BSC","deBundesliga","24","1997","26.4","1168","1100","63","55","1","4","2","6","0","0","0","0","959","5","24",
"Sergio Asenjo","esESP","GK","Villarreal","esLa Liga","32","1989","6.0","228","166","60","4","0","1","0","0","0","0","0","0","185","2","0",
"Alejandro Asensio","esESP","FW","Rayo Vallecano","esLa Liga","20","2000","0.1","8","8","0","0","0","1","1","0","0","0","0","0","7","0","0",
"Marco Asensio","esESP","FW,MF","Real Madrid","esLa Liga","25","1996","19.2","894","809","80","14","0","14","71","16","45","26","3","0","731","5","24",
"Harrison Ashby","sctSCO","DF","West Ham","engPremier League","19","2001","0.1","7","6","1","0","0","0","0","1","0","0","0","0","7","0","0",
"Kristoffer Askildsen","noNOR","MF","Sampdoria","itSerie A","20","2001","8.4","226","215","8","5","0","1","2","2","0","0","0","0","147","3","5",
"Fisnik Asllani","xkKVX","MF,FW","Hoffenheim","deBundesliga","18","2002","0.1","8","8","0","0","0","0","0","0","0","0","0","0","6","0","0",
"Kristjan Asllani","alALB","MF","Empoli","itSerie A","19","2002","15.0","779","718","60","36","1","6","29","4","19","9","7","0","638","1","7",
"Iago Aspas","esESP","FW","Celta Vigo","esLa Liga","33","1987","34.3","1371","1266","97","38","11","17","108","18","32","21","5","0","968","8","47",
"Lorenz Assignon","tgTOG","DF","Rennes","frLigue 1","21","2000","6.8","383","300","81","4","0","0","21","77","0","0","0","0","306","2","13",
"Simon Asta","deGER","DF","Greuther Fürth","deBundesliga","20","2001","8.7","401","308","92","2","0","2","16","90","0","0","0","0","282","1","13",
"Youcef Atal","dzALG","DF","Nice","frLigue 1","25","1996","12.7","738","617","120","8","4","2","54","111","1","0","0","0","556","1","17",
"Pierre-Emerick Aubameyang","gaGAB","FW","Arsenal","engPremier League","32","1989","11.5","208","204","2","0","2","0","11","1","0","0","0","0","137","2","9",
"Pierre-Emerick Aubameyang","gaGAB","FW","Barcelona","esLa Liga","32","1989","12.0","238","218","20","0","2","0","5","0","0","0","0","0","176","0","7",
"Emil Audero","idIDN","GK","Sampdoria","itSerie A","24","1997","28.4","1005","698","300","88","0","2","0","0","0","0","0","0","706","7","0",
"Tommaso Augello","itITA","DF","Sampdoria","itSerie A","26","1994","26.6","1368","1094","271","34","1","3","74","233","4","0","0","0","1050","3","48",
"Jean-Kévin Augustin","frFRA","FW,MF","Nantes","frLigue 1","24","1997","0.9","14","12","2","0","0","0","0","0","0","0","0","0","11","0","0",
"Ludwig Augustinsson","seSWE","DF,FW","Sevilla","esLa Liga","27","1994","8.8","551","442","107","7","0","3","47","81","19","0","15","1","437","2","10",
"Serge Aurier","ciCIV","DF","Villarreal","esLa Liga","28","1992","11.2","742","646","94","10","0","2","27","84","0","0","0","0","623","2","12",
"Ezequiel Ávila","arARG","FW,MF","Osasuna","esLa Liga","27","1994","20.8","556","526","24","6","2","12","79","8","4","2","1","0","307","6","21",
"Taiwo Awoniyi","ngNGA","FW","Union Berlin","deBundesliga","23","1997","24.2","474","458","12","0","5","0","10","2","0","0","0","0","313","4","17",
"Ramzi Aya","itITA","DF","Salernitana","itSerie A","30","1990","1.5","27","20","7","2","0","0","1","5","0","0","0","0","19","0","0",
"Jordan Ayew","ghGHA","FW","Crystal Palace","engPremier League","29","1991","22.4","754","738","14","3","8","2","74","9","2","0","0","0","576","2","30",
"Kaan Ayhan","trTUR","DF","Sassuolo","itSerie A","26","1994","15.0","871","824","43","37","3","12","2","3","0","0","0","0","790","4","2",
"Luke Ayling","engENG","DF","Leeds United","engPremier League","29","1991","25.2","1592","1412","171","36","5","24","31","134","0","0","0","0","1224","9","29",
"Karim Azamoum","frFRA","DF","Troyes","frLigue 1","31","1990","4.3","148","139","9","2","0","0","1","7","0","0","0","0","102","0","5",
"Sardar Azmoun","irIRN","FW,MF","Leverkusen","deBundesliga","26","1995","4.0","108","103","3","0","3","0","2","0","0","0","0","0","79","2","3",
"César Azpilicueta","esESP","DF","Chelsea","engPremier League","31","1989","23.0","1787","1627","153","25","1","0","47","128","0","0","0","0","1486","7","31",
"Iddrisu Baba","ghGHA","MF","Mallorca","esLa Liga","25","1996","21.5","779","760","17","16","0","6","5","1","0","0","0","0","617","2","19",
"Carlos Bacca","coCOL","FW","Granada","esLa Liga","34","1986","5.7","99","92","7","0","1","0","4","2","0","0","0","0","62","0","3",
"Daniel Bachmann","atAUT","GK","Watford","engPremier League","27","1994","12.0","364","237","125","38","0","0","0","0","0","0","0","0","216","2","0",
"Loïc Bade","frFRA","DF","Rennes","frLigue 1","21","2000","10.9","729","718","10","8","0","4","2","2","0","0","0","0","655","1","1",
"Milan Badelj","hrCRO","MF","Genoa","itSerie A","32","1989","31.6","1575","1522","43","39","4","12","10","4","0","0","0","0","1230","10","28",
"Édgar Badía","esESP","GK","Elche","esLa Liga","29","1992","24.0","830","542","286","76","0","0","0","0","0","0","0","0","565","2","0",
"Benoît Badiashile","frFRA","DF","Monaco","frLigue 1","20","2001","20.4","1380","1352","27","24","1","15","1","3","0","0","0","0","1212","1","8",
"Youssouph Badji","snSEN","FW,MF","Brest","frLigue 1","19","2001","1.5","35","34","1","0","0","0","1","0","0","0","0","0","22","0","1",
"Miguel Baeza","esESP","DF","Celta Vigo","esLa Liga","21","2000","0.0","5","5","0","0","0","0","1","0","0","0","0","0","4","0","0",
"Nicola Bagnolini","itITA","GK","Bologna","itSerie A","17","2004","0.0","4","1","3","2","0","0","0","0","0","0","0","0","0","0","0",
"Issa Bah","luLUX","FW","Venezia","itSerie A","19","2002","0.1","6","6","0","0","0","0","0","0","0","0","0","0","6","0","0",
"Stéphane Bahoken","cmCMR","FW","Angers","frLigue 1","29","1992","12.2","218","203","15","0","1","0","10","2","0","0","0","0","157","0","10",
"Leon Bailey","jmJAM","FW,MF","Aston Villa","engPremier League","23","1997","8.5","226","209","16","1","1","3","33","4","11","10","1","0","150","1","8",
"Eric Bailly","ciCIV","DF","Manchester Utd","engPremier League","27","1994","2.4","85","81","4","4","0","1","0","0","0","0","0","0","68","0","1",
"Dénys Bain","frFRA","DF","Brest","frLigue 1","28","1993","2.0","84","81","3","3","0","1","0","0","0","0","0","0","79","0","0",
"Stefan Bajic","frFRA","GK","Saint-Étienne","frLigue 1","19","2001","5.7","186","127","58","14","0","1","0","0","0","0","0","0","130","1","0",
"Nedim Bajrami","alALB","MF,FW","Empoli","itSerie A","22","1999","22.8","898","730","163","32","5","4","156","8","97","40","47","0","621","5","31",
"Cédric Bakambu","cdCOD","FW","Marseille","frLigue 1","30","1991","4.0","67","62","5","0","0","0","3","1","0","0","0","0","50","0","0",
"Abdoulaye Bakayoko","frFRA","DF","Saint-Étienne","frLigue 1","18","2002","3.4","136","132","4","4","0","0","0","0","0","0","0","0","93","0","4",
"Tiemoué Bakayoko","frFRA","MF","Milan","itSerie A","26","1994","5.6","304","303","1","1","0","2","1","0","0","0","0","0","269","0","3",
"Mitchel Bakker","nlNED","DF","Leverkusen","deBundesliga","21","2000","20.2","1228","1046","181","15","2","6","37","166","0","0","0","0","994","1","28",
"Ridle Baku","deGER","DF,FW","Wolfsburg","deBundesliga","23","1998","27.2","1338","1109","222","17","2","5","73","200","5","1","0","0","1011","7","31",
"Dilane Bakwa","frFRA","FW,MF","Bordeaux","frLigue 1","18","2002","0.5","14","13","1","0","0","0","0","0","0","0","0","0","7","0","0",
"Tommaso Baldanzi","itITA","FW","Empoli","itSerie A","18","2003","0.2","6","6","0","0","0","0","1","0","0","0","0","0","5","0","0",
"Alejandro Balde","esESP","DF,FW","Barcelona","esLa Liga","17","2003","2.1","150","143","7","2","0","0","6","5","0","0","0","0","138","0","2",
"Ibrahima Baldé","frFRA","FW,MF","Lens","frLigue 1","18","2003","0.6","11","9","2","0","0","0","1","1","0","0","0","0","7","0","0",
"Keita Baldé","snSEN","FW","Cagliari","itSerie A","26","1995","13.7","260","248","12","1","1","1","8","0","0","0","0","0","187","0","6",
"Gareth Bale","wlsWAL","FW","Real Madrid","esLa Liga","32","1989","3.1","65","62","0","0","0","1","3","0","0","0","0","0","45","3","2",
"Mikel Balenziaga","esESP","DF","Athletic Club","esLa Liga","33","1988","22.5","1013","794","217","20","0","5","51","197","0","0","0","0","765","2","23",
"Leonardo Balerdi","arARG","DF","Marseille","frLigue 1","22","1999","10.6","819","794","25","25","0","4","0","0","0","0","0","0","753","0","3",
"Iván Balliu","alALB","DF","Rayo Vallecano","esLa Liga","29","1992","35.0","1796","1331","460","33","1","7","111","426","1","1","0","0","1350","5","48",
"Fodé Ballo-Touré","snSEN","DF","Milan","itSerie A","24","1997","5.0","272","234","37","6","0","0","18","31","0","0","0","0","230","1","4",
"Folarin Balogun","usUSA","FW","Arsenal","engPremier League","20","2001","0.8","9","9","0","0","1","0","0","0","0","0","0","0","4","0","1",
"Abdoulaye Bamba","ciCIV","DF,FW","Angers","frLigue 1","31","1990","5.1","183","138","45","3","0","0","10","42","0","0","0","0","140","0","6",
"Jonathan Bamba","ciCIV","MF,FW","Lille","frLigue 1","25","1996","27.0","1148","1003","139","33","3","4","115","37","69","27","33","0","866","6","37",
"Patrick Bamford","engENG","FW","Leeds United","engPremier League","27","1993","6.2","108","89","19","0","1","0","3","1","0","0","0","0","88","0","3",
"Filippo Bandinelli","itITA","MF","Empoli","itSerie A","26","1995","21.7","733","700","26","4","4","6","68","14","6","1","1","0","537","7","21",
"Mattia Bani","itITA","DF","Genoa","itSerie A","27","1993","13.5","469","425","42","34","0","0","1","0","0","0","0","0","333","2","7",
